Filename,Transcription,Status
Nahiti Batukvairab Marga 59.m4a,225 kg गटाओ,Success
person_2_7.1.wav,ताल एक किलो भेचा,Success
Anda thap 4.mp3,,Success
person_1_चामल एक किलो थप - Noise.wav,चामल एक किलो थबब,Success
Maida beche 1.mp3,मौईदा 10 किलो बेचे,Success
person_5_Chini becha noise.wav,तुनी इत्तिभभीजाओ।,Success
Chiura bechey 2.m4a,चीवर पाट्ट किलो बेटे,Success
person_6_2a.wav,दाल कती बाकी छा?,Success
person_8_chamel..4.wav,सामल एक किलो गटाउ,Success
Biscuit beche far.m4a,बिस्कृ बिस्कृ पैकेट बेजे।,Success
person_1_दाल एक किलो बेच - Clear.wav,दाल एक किलो बेचा,Success
Anda ghatau3.m4a,अंडप पून्धो रोड़ा गताव।,Success
person_2_5.3.wav,दाल कती बाकी छो?,Success
Chiura kati baki 3.mp3,चिवरा पाटि बाकी शा,Success
person_5_Tel becha far.wav,wording,Success
Besar ghatau 1.mp3,भेसार पाचिस किलो घटाओ,Success
Chiura beche 4.mp3,चीव्रा पाच कीटो बेची,Success
Besar ghatau 3.mp3,अपने पाथ्छीस किलो बादा,Success
Chiura kati baki 1.mp3,चौरा कदी बाकी छा?,Success
Anda ghatau1.m4a,अन्डप पन्दरोता का ताव।,Success
Maida bechey4.m4a,मैदा 10 किलो बेचे,Success
person_2_5.1.wav,दाल कती बाकी था?,Success
New Recording 2.m4a,जीवुरापती बाकी छा।,Success
Maida beche 3.mp3,मुई दादोष्की लुश्टी,Success
Anda bechey5(1).m4a,अंड़ा पन्डर अटा बेचे,Success
"13 Feb, 22.33​.wav",चिव्रा कती बागी था?,Success
person_6_2c.wav,నాల ఏ కోల బిటు,Success
person_4_chamal Kati baki cha - nosie.wav,चामल कोटी बाकी थो,Success
person_5_Tel ghatau no noise.wav,तेइद एकिलो गोडाव।,Success
Maida thapa2.m4a,मैदा 10 किलो थापाओ,Success
"person_8_tel4,,.wav",तेल एक किलो गटाव।,Success
person_3_20.2.wav,विकून एक किलो कटाव।,Success
person_2_7.3.wav,दाल एक किलो बेटर,Success
person_2_20.2.wav,नून fossढी या।,Success
Maida thap 3.mp3,मुई दाप माच किरताप।,Success
Maida baaki2.m4a,मही दा कती बाकी था?,Success
person_7_55w.wav,शुफemment days,Success
Besar thapa normal.m4a,2025 kg धपा,Success
person_1_चीनी एक किलो घटाउ - Clear.wav,चीनी एक किलो गटाव।,Success
person_3_3.2.wav,चामालेक्किलो पेछा,Success
"person_8_nun2,,.wav",नूँन यख किलो थाप्ट।,Success
Besar bechey5.m4a,बिस्कृट बीस्पैकेट बेचे,Success
"person_8_dal3,.wav",दालेख किलोबेच।,Success
person_7_5x.wav,नूँण एक किलो थापा,Success
Besar beche 2.mp3,बेसाप्माच्छिस्मिनो बेटेइं,Success
person_4_chini becha - noise.wav,जुड़ी एक किलो बेजा है।,Success
New Recording 56.m4a,"23,5 kg गटाउ",Success
New Recording 42.m4a,छुरा पान्स किलो थापा,Success
person_4_chini thapa - noise.wav,जुनी एक तिले थाबाः।,Success
person_6_55d.wav,నున ఇక కోలలి కోట్ల్ లో ఆట్లు,Success
New Recording 43.m4a,चिवरा पांच किलो बेचा,Success
person_1_नुन एक किलो बेच - Clear.wav,नून एक किलू बेटा,Success
"13 Feb, 22.39​(4).wav",मैदा 10 किलो बेजें,Success
New Recording 57.m4a,बिसकिट कती बाकी था?,Success
person_3_1.1.wav,चामल कती बाकी छा?,Success
person_4_nun ghatau.wav,नून 1 क्लों घताू,Success
person_7_5y.wav,नुन एंइक किलो बेचा,Success
Besar beche 3.mp3,27-28 kg बेजी हैं।,Success
Besar bechey4.m4a,बिसकृ बी स्पाकेट बेते।,Success
Chiura ghatau far.m4a,चुड़ा 5 kg बढ़ाओ,Success
person_3_3.3.wav,अमहले एक फिलो बेजा,Success
Maida baaki3.m4a,मैदा कोती बाकी छो,Success
Biscuit thapa far.m4a,बिसकुट बिस्वेग तपौब।,Success
Maida thap 2.mp3,अपने दप माथ चिलप हुप।,Success
person_2_7.2.wav,दाल एक किलो भे चाह।,Success
person_2_20.3.wav,दूद एक किलो गटाओ।,Success
person_3_20.3.wav,नून एक किलो गटाव।,Success
Maida thapa3.m4a,माईदा 10 किलो थापा,Success
Anda thapa4(1).m4a,अडा पान्दर अडा थापा,Success
person_6_2b.wav,दाल एक किलो थबा,Success
Chiura bechey 1.m4a,चुड़ा बाथ किलो बेटे,Success
Maida beche 2.mp3,मुइ दाद अस्पिल बेटिंग।,Success
New Recording 3.m4a,चीवरा पाच किलो थपप,Success
Maida bechey5.m4a,महिदा 10 किलो बेचे,Success
person_5_Nun becha normal.wav,iliationictional,Success
Besar ghatau 2.mp3,,Success
